"id","area","descripcion"
"1","BD",NULL
"2","BACKUP",NULL
"3","COMUNICACIONES",NULL
"4","UNIX",NULL
"5","UNIX - ALTAMIRA",NULL
"6","UNIX - BD",NULL
"7","WINDOWS",NULL
"8","N/A",NULL
"id","bus","descripcion"
"1","BUS DE PAGOS Y RECARGAS1 ",NULL
"2","BUS DE PAGOS Y RECARGAS2 ",NULL
"3","BUS EXTERNO",NULL
"4","BUS INTERNO",NULL
"5","N/A",NULL
"6","TV DIGITAL",NULL
"id","id_servicio","canal_aplicativo","descripcion"
"1","1","ALTAMIRA - PREPAGO",NULL
"2","1","POSTPAGO - ICS",NULL
"3","1","POSTPAGO- FACTEL",NULL
"4","1","POSTPAGO FIDELIZAME  - MCRAS1",NULL
"5","2","APP",NULL
"6","2","BANCOS Y GRE",NULL
"7","2","MM",NULL
"8","3","INTERMEDIATE",NULL
"9","4","FACTURACION POSTPAGO DE VOZ - DATOS - SMS",NULL
"10","5","APP CAPTURE",NULL
"11","5","APROVISIONAMIENTO ACTIVACION / DESACTIVACION (VOZ - DATOS - SMS - TV)",NULL
"12","5","CVSC",NULL
"13","5","GESTOR DOCUMENTAL",NULL
"14","6","ACTIVACION",NULL
"15","7","DNS",NULL
"16","7","DNS - COLGATE",NULL
"17","7","M-CONTENIDO",NULL
"18","7","PORTAL SENIAT",NULL
"19","7","REMEDI TI",NULL
"20","7","REMEDY",NULL
"21","7","REMEDY EMPRESA",NULL
"22","8","ALTAMIRA - PREPAGO",NULL
"23","8","POSTPAGO - ICS",NULL
"24","8","POSTPAGO- FACTEL",NULL
"25","8","POSTPAGO FIDELIZAME  - MCRAS1",NULL
"id","capa_tuxedo","descripcion"
"1","BATCHRAT",NULL
"2","BBS_GW",NULL
"3","CVSC_GW",NULL
"4","CVSCBDC",NULL
"5","CVSCPSP",NULL
"6","CVSCWSP",NULL
"7","DATOSRAT",NULL
"8","FASTWAY",NULL
"9","FNCDMA",NULL
"10","FNDATOS ",NULL
"11","FNGSM",NULL
"12","GPSPAA",NULL
"13","GTUXBILL",NULL
"14","IME",NULL
"15","KANNEL",NULL
"16","N/A",NULL
"17","PREBDAT",NULL
"18","PREBRAT",NULL
"19","PSPOL",NULL
"20","SMSRAT",NULL
"21","TRANF_BE ",NULL
"22","TRANFSAL ",NULL
"23","TUXBBS",NULL
"24","VOZRATING",NULL
"nivel_criticidad","servicio_asociado","canal_aplicativo","area","servidor","ip","hostname","sistema_operativo","vs_so","bbdd","dbms","vs_bd","bus","capa_tuxedo","weblogic","f5_comunicaciones","ip_f5","port_f5","pools_vs","otro_servicio_asociado","ubicacion","rack","fila","observacion_general","id"
"834","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C1 NEW","TMP070 / TMP111 / TMP212 / TMP213","TMT026","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.5.22","TESTING","NO VISIBLE","SERVIDOR","HP","N/A","INVESTIGACION","INVESTIGACION","8","12","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"835","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","REDHAT CLUSTER CANAIMA 2","TCANP094 /TCANP095 /TCANP096 /TCANP097 /TCANP098","TCANP107","SS","SI SEGURIDAD","CANAIMA","N/A","N/A","N/A","10.161.6.205 / 10.161.223.1 / 10.161105.38","PRODUCCION","NO VISIBLE","SERVIDOR","HP","PROLIANT DL380 G10","31/03/2028","INVESTIGACION","12","16","LINUX","LINUX - RED HAT ENTERPRISE 6.6","N/A","N/A","N/A"
"836","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C1 NEW","TMP070 / TMP111 / TMP212 / TMP213","TMT027","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.5.26","TESTING","NO VISIBLE","SERVIDOR","HP","N/A","INVESTIGACION","INVESTIGACION","8","12","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"837","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV OIM SEG_PROD","TMP135 / TMP136 /TMP137 / TMP138","TMP147","SS","SI SEGURIDAD","MARACAY","N/A","N/A","N/A","10.164.14.246","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","8","LINUX","LINUX - RED HAT ENTERPRISE 6.5","N/A","N/A","N/A"
"838","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","CLUSTER SON","SRVMONVIR04 / SRVMONVIR05 / SRVMONVIR06 / SRVMONVIR07","TCOLP076","NS","NO ADMIN","COLGATE","N/A","N/A","N/A","10.161.174.36","PRODUCCION","N/A","SERVIDOR","DELL","N/A","INVESTIGACION","2","4","8070","LINUX","LINUX - RED HAT ENTERPRISE 6.9","N/A","N/A","N/A"
"839","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","CLUSTER SON","SRVMONVIR04 / SRVMONVIR05 / SRVMONVIR06 / SRVMONVIR07","CSONPRE01","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.194","PRODUCCION","N/A","SERVIDOR","DELL","N/A","INVESTIGACION","8","INVESTIGACION","24","LINUX","LINUX - RED HAT ENTERPRISE 6.6","N/A","N/A","N/A"
"840","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV OIM SEG_PROD","TMP135 / TMP136 /TMP137 / TMP138","TMP148","SS","SI SEGURIDAD","MARACAY","N/A","N/A","N/A","10.164.14.247","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","8","LINUX","LINUX - RED HAT ENTERPRISE 6.5","N/A","N/A","N/A"
"841","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C1 NEW","TMP070 / TMP111 / TMP212 / TMP213","TMT028","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.5.27","TESTING","NO VISIBLE","SERVIDOR","HP","N/A","INVESTIGACION","INVESTIGACION","8","12","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"842","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","REDHAT CLUSTER CANAIMA 2","TCANP094 /TCANP095 /TCANP096 /TCANP097 /TCANP098","HOSTEDENGINE","NS","NO ADMIN","CANAIMA","N/A","N/A","N/A","10.161.222.191","DESARROLLO","NO VISIBLE","SERVIDOR","HP","PROLIANT DL380 G10","31/03/2028","INVESTIGACION","8","24","LINUX","LINUX - RED HAT ENTERPRISE 6.6","N/A","N/A","N/A"
"843","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C2","TMP097 / TMP98 / TMP109 / TMP110 / TMP152 / TMP153","TMT096","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.5.238","DESARROLLO","NO VISIBLE","SERVIDOR","HP","N/A","INVESTIGACION","INVESTIGACION","2","16","LINUX","LINUX - RED HAT ENTERPRISE 7.0","N/A","N/A","N/A"
"844","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C1 NEW","TMP070 / TMP111 / TMP212 / TMP213","TMP251","SS","SI SEGURIDAD","MARACAY","N/A","N/A","N/A","10.164.50.1 ","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","16","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"845","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C1","TMP069","TMP173","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.24.188","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","64","LINUX","LINUX - RED HAT ENTERPRISE 7.2","N/A","N/A","N/A"
"846","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C1 NEW","TMP070 / TMP111 / TMP212 / TMP213","TMP252","SS","SI SEGURIDAD","MARACAY","N/A","N/A","N/A","10.164.50.2","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","16","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"847","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C2","TMP097 / TMP98 / TMP109 / TMP110 / TMP152 / TMP153","TMP179","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.21.1","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","2","4","LINUX","LINUX - RED HAT ENTERPRISE 7.3","N/A","N/A","N/A"
"848","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP157","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.115 / 10.161.168.145 / 10.161.176.85","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","6","46","LINUX","LINUX - RED HAT ENTERPRISE 8.2","N/A","N/A","N/A"
"849","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","CLUSTER_BIGDATA","TCOLP138","N/A","NS","NO ADMIN","COLGATE","AZ14","14","INVESTIGACION","10.161.174.71","DESINCORPORAR","NO VISIBLE","SERVIDOR","HP","PROLIANT DL380P G8","13/06/2021","INVESTIGACION","4","32","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"850","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C2","TMP097 / TMP98 / TMP109 / TMP110 / TMP152 / TMP153","TMP180","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.21.2","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","2","4","LINUX","LINUX - RED HAT ENTERPRISE 7.3","N/A","N/A","N/A"
"851","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY SAP PI","TMP214 / TMP215 / TMP216 / TMP258","TMD081","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.7.24","DESARROLLO","NO VISIBLE","SERVIDOR","HP","N/A","INVESTIGACION","6","INVESTIGACION","48","LINUX","LINUX - RED HAT ENTERPRISE 8.2","N/A","N/A","N/A"
"852","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","CLUSTER_BIGDATA","TCOLP139","N/A","NS","NO ADMIN","COLGATE","AZ14","14","INVESTIGACION","10.161.174.72","DESINCORPORAR","NO VISIBLE","SERVIDOR","HP","PROLIANT DL380P G8","13/06/2021","INVESTIGACION","4","32","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"853","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY SAP PI","TMP214 / TMP215 / TMP216 / TMP258","TMT105","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.5.24","TESTING","NO VISIBLE","SERVIDOR","HP","N/A","INVESTIGACION","INVESTIGACION","8","62","LINUX","LINUX - RED HAT ENTERPRISE 8.2","N/A","N/A","N/A"
"854","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C2","TMP097 / TMP98 / TMP109 / TMP110 / TMP152 / TMP153","TMP181","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.21.3","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","2","4","LINUX","LINUX - RED HAT ENTERPRISE 7.3","N/A","N/A","N/A"
"855","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP161","NS","NO ADMIN","COLGATE","N/A","N/A","N/A","10.161.190.52 / 10.161.176.49","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","8","64","LINUX","LINUX - RED HAT ENTERPRISE 8.2","N/A","N/A","N/A"
"856","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","CLUSTER_BIGDATA","TCOLP147","N/A","SS","SI SEGURIDAD","COLGATE","AZ14","14","INVESTIGACION","10.161.222.47","DESINCORPORAR","NO VISIBLE","SERVIDOR","HP","PROLIANT DL380P G8","13/06/2021","INVESTIGACION","INVESTIGACION","32","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"857","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C2","TMP097 / TMP98 / TMP109 / TMP110 / TMP152 / TMP153","TMD073","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.21.85","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","8","LINUX","LINUX - RED HAT ENTERPRISE 7.3","N/A","N/A","N/A"
"858","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","INVESTIGACION","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLD010","NS","NO ADMIN","COLGATE","BB14","14","N/A","10.161.169.27","DESARROLLO","NO VISIBLE","SERVIDOR","HP","PROLIANT BL 460C G8","02/08/2021","INVESTIGACION","4","12","LINUX","LINUX - RED HAT ENTERPRISE 8.2","N/A","N/A","N/A"
"859","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","CLUSTER_BIGDATA","TCOLP148","N/A","SS","SI SEGURIDAD","COLGATE","AZ14","14","INVESTIGACION","10.161.222.48","DESINCORPORAR","NO VISIBLE","SERVIDOR","HP","PROLIANT DL380P G8","13/06/2021","INVESTIGACION","INVESTIGACION","32","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"860","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","INVESTIGACION","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLT018","NS","NO ADMIN","COLGATE","BB14","14","N/A","10.161.173.57","TESTING","NO VISIBLE","SERVIDOR","HP","PROLIANT BL 460C G8","02/08/2021","INVESTIGACION","4","12","LINUX","LINUX - RED HAT ENTERPRISE 8.2","N/A","N/A","N/A"
"861","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C1","TMP069","TMD072","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.21.87","DESARROLLO","N/A","SERVIDOR","HP","N/A","INVESTIGACION","INVESTIGACION","4","10","LINUX","LINUX - RED HAT ENTERPRISE 7.3","N/A","N/A","N/A"
"862","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP109","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.100","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","24","LINUX","LINUX - RED HAT ENTERPRISE 8.2","N/A","N/A","N/A"
"863","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","CLUSTER_BIGDATA","TCOLP150","N/A","SS","SI SEGURIDAD","COLGATE","AZ14","14","INVESTIGACION","10.161.222.50","DESINCORPORAR","NO VISIBLE","SERVIDOR","HP","PROLIANT DL380P G8","13/06/2021","INVESTIGACION","INVESTIGACION","32","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"864","MUY BAJO","EMPRESARIAL","EMPRESARIAL","DNS","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP045","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.18","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","8","20","LINUX","LINUX - RED HAT ENTERPRISE 7.3","N/A","N/A","N/A"
"865","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP110","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.101","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","24","LINUX","LINUX - RED HAT ENTERPRISE 8.2","N/A","N/A","N/A"
"866","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","CLUSTER_BIGDATA","TCOLP137","N/A","NS","NO ADMIN","COLGATE","AZ14","14","INVESTIGACION","10.161.174.70","DESINCORPORAR","NO VISIBLE","SERVIDOR","HP","PROLIANT DL380P G8","13/06/2021","INVESTIGACION","8","128","LINUX","LINUX - RED HAT ENTERPRISE 7.8","N/A","N/A","N/A"
"867","MUY BAJO","EMPRESARIAL","INVESTIGACION","WEBLOGIC","N/A","RED HAT CLUSTER CANAIMA","TCA118 / TCA128 / TCA129 / TCA132 / TCA133 ","TVPRDMIDDW01","SS","SI SEGURIDAD","CANAIMA","N/A","N/A","N/A","10.161.22.222","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","6","12 Gb","LINUX","LINUX VERSION 4.18.0-348.23.1.EL8_5.X86_64 (MOCKBUILD@X86-VM-07.BUILD.ENG.BOS.REDHAT.COM)","N/A","N/A","N/A"
"868","MUY BAJO","EMPRESARIAL","EMPRESARIAL","DNS","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP046","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.19","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","8","20","LINUX","LINUX - RED HAT ENTERPRISE 7.3","N/A","N/A","N/A"
"869","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP089","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.63","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","2","8","LINUX","LINUX - RED HAT ENTERPRISE 8","N/A","N/A","N/A"
"870","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","VDC MARACAY I","SRVMRYVIR01 / SRVMRYVIR02 / SRVMRYVIR03 / SRVMRYVIR04 / SRVMRYVIR05","ZETTA_GROUP_2","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.21.","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","108,11","WINDOWS","MICROSOFT WINDOWS 10 (64-BIT)","N/A","N/A","N/A"
"871","MUY BAJO","EMPRESARIAL","EMPRESARIAL","DNS","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP047","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.20","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","8","20","LINUX","LINUX - RED HAT ENTERPRISE 7.3","N/A","N/A","N/A"
"872","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","VDC MARACAY I","SRVMRYVIR01 / SRVMRYVIR02 / SRVMRYVIR03 / SRVMRYVIR04 / SRVMRYVIR05","VM_ANTONIOBUONO","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.21.229","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","108,11","WINDOWS","MICROSOFT WINDOWS 10 (64-BIT)","N/A","N/A","N/A"
"873","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP090","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.64","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","2","8","LINUX","LINUX - RED HAT ENTERPRISE 8","N/A","N/A","N/A"
"874","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","REDHAT CLUSTER CANAIMA 2","TCANP094 /TCANP095 /TCANP096 /TCANP097 /TCANP098","TCANP123","SS","SI SEGURIDAD","CANAIMA","N/A","N/A","N/A","10.162.124.4","PRODUCCION","NO VISIBLE","SERVIDOR","HP","PROLIANT DL380 G10","31/03/2028","INVESTIGACION","8","32","LINUX","LINUX - RED HAT ENTERPRISE 6.6","N/A","N/A","N/A"
"875","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","VDC  CANAIMA II","SRVCCSVIR01 / SRVCCSVIR02 / SRVCCSVIR03 / SRVCCSVIR04 / SRVCCSVIR05 / SRVCCSVIR06","IT SERVICIOS","NS","NO ADMIN","CANAIMA","N/A","N/A","N/A","172.21.100.100","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","8","108,13 GB","WINDOWS","MICROSOFT WINDOWS 10 (64-BIT)","N/A","N/A","N/A"
"876","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","VDC  CANAIMA II","SRVCCSVIR01 / SRVCCSVIR02 / SRVCCSVIR03 / SRVCCSVIR04 / SRVCCSVIR05 / SRVCCSVIR06","IT SERVICIOS02","NS","NO ADMIN","CANAIMA","N/A","N/A","N/A","172.21.100.201 /  169.254.183.82 /  fe80::6d43:fe69:ecf:b752","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","4","108,13 GB","WINDOWS","MICROSOFT WINDOWS 10 (64-BIT)","N/A","N/A","N/A"
"877","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C2","TMP097 / TMP98 / TMP109 / TMP110 / TMP152 / TMP153","TMT095","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.5.240","DESARROLLO","NO VISIBLE","SERVIDOR","HP","N/A","INVESTIGACION","INVESTIGACION","2","1","LINUX","LINUX - RED HAT ENTERPRISE 8.0","N/A","N/A","N/A"
"878","MUY BAJO","EMPRESARIAL","EMPRESARIAL","DNS","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP048","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.21","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","8","20","LINUX","LINUX - RED HAT ENTERPRISE 7.3","N/A","N/A","N/A"
"879","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","VDC  CANAIMA II","SRVCCSVIR01 / SRVCCSVIR02 / SRVCCSVIR03 / SRVCCSVIR04 / SRVCCSVIR05 / SRVCCSVIR06","SRVTINFORMAIT","NS","NO ADMIN","CANAIMA","N/A","N/A","N/A","10.64.9.32","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","1","20,87 GB","WINDOWS","MICROSOFT WINDOWS 2000","N/A","N/A","N/A"
"880","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","VDC  CANAIMA II","SRVCCSVIR01 / SRVCCSVIR02 / SRVCCSVIR03 / SRVCCSVIR04 / SRVCCSVIR05 / SRVCCSVIR06","SRVTBLDC2","NS","NO ADMIN","CANAIMA","AC58","6","USE4292YST","INVESTIGACION","APAGADO","AF00742087","SERVIDOR","HP","PROLIANT BL465C G8 (HOJILLA C7000)","18/11/2021","2","2","22,15 GB","WINDOWS","MICROSOFT WINDOWS 2000 SERVER","N/A","N/A","N/A"
"881","MUY BAJO","EMPRESARIAL","EMPRESARIAL","DNS","N/A","REDHAT CLUSTER COLGATE","TCOLP029 / TCOLP030 / TCOLP031 / TCOLP032 / TCOLP033 / TCOLP034 / TCOLP035","TCOLP049","SS","SI SEGURIDAD","COLGATE","N/A","N/A","N/A","10.161.174.22","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","8","20","LINUX","LINUX - RED HAT ENTERPRISE 7.3","N/A","N/A","N/A"
"882","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C2","TMP097 / TMP98 / TMP109 / TMP110 / TMP152 / TMP153","TMT094","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.5.243","DESARROLLO","NO VISIBLE","SERVIDOR","HP","N/A","INVESTIGACION","INVESTIGACION","2","1","LINUX","LINUX - RED HAT ENTERPRISE 8.0","N/A","N/A","N/A"
"883","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","VDC  CANAIMA II","SRVCCSVIR01 / SRVCCSVIR02 / SRVCCSVIR03 / SRVCCSVIR04 / SRVCCSVIR05 / SRVCCSVIR06","SRVDOC1MAIL5","NS","NO ADMIN","CANAIMA","N/A","N/A","N/A","10.162.129.24","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","2","214,11 GB","WINDOWS","MICROSOFT WINDOWS SERVER 2003 STANDARD (32-BIT)","N/A","N/A","N/A"
"884","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","VDC  CANAIMA II","SRVCCSVIR01 / SRVCCSVIR02 / SRVCCSVIR03 / SRVCCSVIR04 / SRVCCSVIR05 / SRVCCSVIR06","SRVCCSDC7","NS","NO ADMIN","CANAIMA","N/A","N/A","N/A","172.16.0.251","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","2","32,11 GB","WINDOWS","MICROSOFT WINDOWS 2000 SERVER","N/A","N/A","N/A"
"885","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","RHEV MARACAY C2","TMP097 / TMP98 / TMP109 / TMP110 / TMP152 / TMP153","TMT097","NS","NO ADMIN","MARACAY","N/A","N/A","N/A","10.164.5.237","TESTING","NO VISIBLE","SERVIDOR","HP","N/A","INVESTIGACION","INVESTIGACION","2","12","LINUX","LINUX - RED HAT ENTERPRISE 8.0","N/A","N/A","N/A"
"886","MUY BAJO","EMPRESARIAL","INVESTIGACION","INVESTIGACION","N/A","VDC  CANAIMA II","SRVCCSVIR01 / SRVCCSVIR02 / SRVCCSVIR03 / SRVCCSVIR04 / SRVCCSVIR05 / SRVCCSVIR06","SERVICIOHP141","NS","NO ADMIN","CANAIMA","N/A","N/A","N/A","10.161.99.41 /  fe80::3cc5:aa8d:7f5b:986b","PRODUCCION","N/A","SERVIDOR","HP","N/A","INVESTIGACION","2","2","104,11 GB","WINDOWS","MICROSOFT WINDOWS 7 (64-BIT)","N/A","N/A","N/A"
